Unnamed: 0,name,artist,danceability,energy,key,mode,valence,tempo,Cluster
26585,Another Year,Animals as Leaders,0.398,0.866,1,0,0.258,0.544343749345947,1
26586,In Motion #1,The Gathering,0.206,0.696,4,0,0.14,0.5280478871470731,1
26587,Black Session,Katatonia,0.337,0.837,4,1,0.44,0.7450846606249608,1
26588,I Wouldn't If You Didn't,The Dillinger Escape Plan,0.241,0.989,9,1,0.094,0.535787689152138,2
26589,The Body Electric,Rush,0.582,0.929,4,0,0.718,0.5840431988949121,1
26590,Out Of The Ashes,Symphony X,0.544,0.994,11,0,0.247,0.5741141505682413,2
26591,Turn So Cold,Drowning Pool,0.381,0.967,1,0,0.373,0.7121245735574206,1
26592,Cybernetic Pillow,Riverside,0.434,0.844,0,1,0.453,0.4062161200527429,1
26593,Evolution (the Grand Design),Symphony X,0.197,0.97,6,0,0.213,0.6582473471608866,0
26594,Ending Theme,Pain of Salvation,0.51,0.702,4,0,0.185,0.5569476129680404,1
26595,Fairy Tale,Shaman,0.315,0.392,7,1,0.111,0.6519768098955608,0
26596,Course of Fate,Amorphis,0.375,0.898,2,0,0.456,0.4104941501496474,1
26597,(k)Now F(orever),Mudvayne,0.494,0.945,6,0,0.618,0.7283576466648528,0
26598,Accolade II,Symphony X,0.526,0.81,11,1,0.33,0.5610540195483371,2
26599,The Kaleidoscopic God,Scar Symmetry,0.466,0.984,2,1,0.33,0.3977186630109463,1
26600,Black Orchid,Anathema,0.266,0.124,2,1,0.039,0.4781096297536575,1
26601,Black Horsemen,King Diamond,0.204,0.944,4,1,0.184,0.6030641076623621,1
26602,Walls Of Jericho,Fair to Midland,0.565,0.812,0,0,0.333,0.452006111471567,1
26603,Ih-Ah!,Devin Townsend Project,0.643,0.441,0,1,0.397,0.5020280876535718,1
26604,Nobody's Hero,Rush,0.506,0.784,5,1,0.507,0.4175265283911342,0
26605,Bend It Like Bender!,Devin Townsend Project,0.443,0.981,1,0,0.298,0.5525523765671112,1
26606,Before and After,Rush,0.32,0.773,9,1,0.169,0.422064086732665,2
26607,Chain Sling,Pain of Salvation,0.445,0.808,2,1,0.184,0.7284497373323008,1
26608,Ultimate Trip,Riverside,0.233,0.677,2,0,0.099,0.6285062475145985,1
26609,Loyalty,Head,0.493,0.869,4,0,0.339,0.3935578392180666,1
26610,Spindrift,Rush,0.455,0.855,7,1,0.0803,0.4606375185751062,0
26611,Earth Day,Devin Townsend,0.17,0.88,8,1,0.21,0.5582578120094603,0
26612,Espera,Animals as Leaders,0.244,0.334,9,0,0.0315,0.5876765943196802,2
26613,Liquid Dreams,Liquid Tension Experiment,0.427,0.462,0,1,0.218,0.3876054333493794,1
26614,Sisters,Pain of Salvation,0.5,0.393,2,0,0.228,0.3258921283409029,1
26615,Waking Dreams,Ayreon,0.561,0.701,7,0,0.55,0.5653027480692355,0
26616,King Of Terrors,Symphony X,0.495,0.88,1,0,0.399,0.6616463299776052,1
26617,Afterimage,Rush,0.453,0.832,0,1,0.537,0.6361372150944976,1
26618,The Spell,Kamelot,0.556,0.896,8,1,0.545,0.3977981958601059,0
26619,Vocari Dei,Pain of Salvation,0.438,0.468,7,1,0.783,0.3958684777831265,0
26620,Driven To Destruction,Riverside,0.299,0.848,7,1,0.559,0.6649322924297285,0
26621,A Wolf Descends Upon The Spanish Sahara,Fair to Midland,0.35,0.719,2,0,0.327,0.5057200862303523,1
26622,Nothing to Say,Angra,0.503,0.987,0,1,0.216,0.5781912555725319,1
26623,Hail Santa,Primus,0.537,0.209,4,1,0.0324,0.3464032315452395,1
26624,Mind Storm,Joe Satriani,0.547,0.922,2,1,0.351,0.4946733920760167,1
26625,A Seafarer's Knot,Fair to Midland,0.515,0.799,5,0,0.583,0.4688880051905649,0
26626,Solar Winds,Devin Townsend,0.367,0.867,0,1,0.073,0.5858222231524309,1
26627,Artificial Smile,Riverside,0.182,0.86,9,0,0.385,0.4308629314133825,2
26628,Water Is Not Enough,Neurosis,0.28,0.674,2,1,0.0799,0.4984867828962515,1
26629,Nighttime Birds,The Gathering,0.255,0.616,9,1,0.256,0.5019359969861237,2
26630,The Accolade,Symphony X,0.29,0.793,9,1,0.18,0.6532200339061094,2
26631,Word To The Wise,Mastodon,0.364,0.96,5,0,0.358,0.6450993114129638,0
26632,Jenny,Nothing More,0.525,0.914,11,0,0.199,0.4435212122480588,2
26633,Hidden Faces,Neurosis,0.153,0.842,7,1,0.0755,0.3301785303166663,0
26634,The Eyes Of Medusa,Symphony X,0.564,0.981,6,0,0.17,0.4864103476422696,0
26635,Distrust,Katatonia,0.573,0.694,3,1,0.321,0.4267858264090919,1
26636,The Missing Coordinates,Scar Symmetry,0.393,0.965,11,0,0.397,0.8163753950480337,2
26637,Seventh Wave,Devin Townsend,0.208,0.68,5,1,0.278,0.5347077167793383,0
26638,Kalamazoo,Primus,0.674,0.751,0,1,0.621,0.4022478494736182,1
26639,In The Presence Of Enemies Pt. 1,Dream Theater,0.259,0.912,2,1,0.238,0.7240251993553654,1
26640,Fear Catalyst,Scar Symmetry,0.273,0.966,11,0,0.505,0.5654157684338308,2
26641,Prelude to Madness,Savatage,0.118,0.838,5,0,0.325,0.3263776973147199,0
26642,Left Out,Riverside,0.304,0.781,5,1,0.321,0.6204692438100421,0
26643,My Enemy,Amorphis,0.408,0.855,7,0,0.464,0.5193034596789385,0
26644,Egoist Hedonist,Riverside,0.322,0.902,7,1,0.384,0.5022834299587685,0
26645,Bad Devil,Devin Townsend,0.199,0.974,1,1,0.144,0.4103057828753218,1
26646,Faith Is Blind,Black Label Society,0.533,0.793,5,0,0.663,0.6101718328135792,0
26647,End of the Harvest,Neurosis,0.145,0.493,9,1,0.0728,0.3257456204608719,2
26648,Newborn Race,Ayreon,0.489,0.72,9,1,0.127,0.468787542644258,2
26649,Make It Right (F.F.S.),Anathema,0.484,0.537,7,1,0.158,0.4060193808995584,0
26650,The Divine Wings Of Tragedy,Symphony X,0.244,0.849,7,1,0.173,0.6902321103413634,0
26651,Judgement day,Angra,0.522,0.957,2,1,0.404,0.5232214989849098,1
26652,Vice/Versa,Fair to Midland,0.403,0.859,7,0,0.486,0.7358714079407271,0
26653,The Enemy Within,Rush,0.583,0.928,11,0,0.652,0.5979991209527199,2
26654,Planet Smasher,Devin Townsend,0.572,0.882,0,1,0.223,0.5024466815965173,1
26655,Serpent's Kiss,Symphony X,0.526,0.932,2,1,0.45,0.4270662843508655,1
26656,Perception,Kylesa,0.146,0.877,5,0,0.238,0.4316080286318257,0
26657,Strength of Fates,Neurosis,0.197,0.306,7,0,0.184,0.3282697419368341,0
26658,Behind the Veil,Dream Theater,0.444,0.955,4,0,0.182,0.318189999790703,1
26659,Upgrade^Brigade,Fair to Midland,0.386,0.819,0,0,0.426,0.4799430712237594,1
26660,Temples Of Gold,Kamelot,0.604,0.598,3,0,0.345,0.4813118734171917,1
26661,The Way the Wind Blows,Rush,0.138,0.914,5,1,0.461,0.752037506017288,0
26662,Deep Peace,Devin Townsend,0.11,0.56,7,1,0.127,0.3755289980953976,0
26663,Olives,Devin Townsend,0.2,0.258,0,1,0.257,0.7192657862240734,1
26664,Call of the Mastodon,Mastodon,0.228,0.993,4,0,0.193,0.5661985391071391,1
26665,On Most Surfaces,The Gathering,0.338,0.677,7,1,0.268,0.5599531174783902,0
26666,Beautiful And Strange,Mudvayne,0.525,0.9,1,1,0.303,0.4179911676678038,1
26667,The Perennial Sophia,Therion,0.373,0.68,11,0,0.139,0.5651436823709161,2
26668,Trul,Therion,0.492,0.813,1,0,0.475,0.3765838548316206,1
26669,I Would Love To,Steve Vai,0.413,0.906,9,1,0.71,0.6540907093074363,2
26670,Long,Chevelle,0.326,0.608,7,0,0.181,0.5717867682454636,0
26671,A Rancid Romance,Diablo Swing Orchestra,0.671,0.675,8,1,0.365,0.5027396973565793,0
26672,Psychosis,Poets of the Fall,0.346,0.968,9,1,0.401,0.4141024299378389,2
26673,Resolve!,Devin Townsend Project,0.437,0.947,11,0,0.39,0.5737374160195902,2
26674,Kid Gloves,Rush,0.417,0.956,9,1,0.681,0.7606228677871033,2
26675,Awakenings,Symphony X,0.544,0.817,7,1,0.212,0.5360388455179054,0
26676,Liberty Bell,The Gathering,0.373,0.916,0,1,0.0723,0.5541890788840286,1
26677,Camelback Cinema,Primus,0.724,0.99,2,0,0.944,0.5676217585131543,1
26678,Hasta que el cuerpo aguante,Mägo de Oz,0.326,0.933,11,0,0.545,0.4204692438100421,2
26679,Numbered!,Devin Townsend Project,0.39,0.774,3,0,0.331,0.4393101571820256,1
26680,Times of Grace,Neurosis,0.133,0.526,2,1,0.0714,0.3547792963435819,1
26681,The Way Home!,Devin Townsend Project,0.464,0.925,1,1,0.182,0.5861319826702108,1
26682,The Great Migration,Cult of Luna,0.409,0.682,4,1,0.297,0.7813516398417716,1
26683,Computer Eyes,Ayreon,0.5,0.689,4,0,0.0563,0.4059733355658344,1
26684,Fear the Sea,The Gathering,0.236,0.81,4,0,0.257,0.5491450218715335,1
26685,Recreate,Born of Osiris,0.419,0.997,11,0,0.136,0.6489294459909166,2
26686,Impulse,An Endless Sporadic,0.513,0.763,6,0,0.532,0.4186148726427929,0
26687,The Price You Pay,Savatage,0.363,0.896,2,1,0.34,0.5240754306285188,1
26688,Breathing Again,Stream of Passion,0.367,0.476,4,1,0.211,0.6029887607526319,1
26689,The Ninth Wave,Blind Guardian,0.473,0.888,3,0,0.224,0.4982900437430671,1
26690,Preludium,Therion,0.424,0.285,1,0,0.218,0.376550367316185,1
26691,Driven,Rush,0.559,0.717,7,1,0.526,0.4185646413696394,0
26692,Pharaoh,Symphony X,0.588,0.798,9,1,0.676,0.5547541807070052,2
26693,The Greys,Devin Townsend,0.391,0.958,9,1,0.123,0.6363548839448293,2
26694,Smoke And Mirrors,Symphony X,0.494,0.954,0,0,0.235,0.518683940643379,1
26695,Canada,Devin Townsend,0.292,0.612,5,1,0.232,0.6186148726427929,0
26696,Hey You (Batch Of Lies),Black Label Society,0.363,0.708,0,1,0.292,0.5617446995541975,1
26697,Color Your World,Devin Townsend,0.209,0.763,8,0,0.241,0.5852027041168715,0
26698,In The Flesh,Pain of Salvation,0.259,0.72,9,1,0.134,0.4176479206345885,2
26699,White Witch,Savatage,0.305,0.962,0,1,0.109,0.5726197701919253,1
26700,Inside Fort Meade,Cult of Luna,0.162,0.126,6,1,0.0688,0.4595952196571716,0
26701,Curse,Cult of Luna,0.364,0.608,4,1,0.0787,0.5568387785428746,1
26702,Beer Goggles,Lagwagon,0.284,0.885,11,1,0.76,0.7143514933338915,2
26703,Opus Eclipse,Therion,0.498,0.776,2,1,0.524,0.5440339898281673,1
26704,Blinded,Evergrey,0.456,0.973,0,1,0.197,0.4398668871261433,1
26705,Chrysalis,Opeth,0.296,0.814,11,0,0.475,0.4394315494254798,2
26706,Disco Queen,Pain of Salvation,0.326,0.915,10,1,0.293,0.5934531907323302,2
26707,Waking Every God,Pain of Salvation,0.325,0.906,2,1,0.279,0.5359509407898868,1
26708,Deadhead,The Devin Townsend Band,0.386,0.929,10,1,0.117,0.4645806735176542,2
26709,Grand Designs,Rush,0.507,0.972,2,1,0.414,0.5953619791121624,1
26710,Coast,Devin Townsend Project,0.649,0.602,5,0,0.342,0.477142677745453,0
26711,Far Away (acoustic),Anathema,0.337,0.413,3,0,0.0899,0.5204880805374746,1
26712,The Sixth Extinction,Ayreon,0.462,0.695,4,0,0.337,0.3892253919085791,1
26713,Morning On Earth,Pain of Salvation,0.474,0.515,9,0,0.151,0.5140794072709769,2
26714,Christeen,Devin Townsend,0.284,0.929,4,0,0.195,0.3453483748090165,1
26715,Spitfall,Pain of Salvation,0.36,0.989,2,1,0.217,0.6034282843927249,1
26716,Racecar,Periphery,0.429,0.991,10,0,0.159,0.6069905188471924,2
26717,Hybrid Times,Riverside,0.526,0.931,4,0,0.249,0.4605286841499404,1
26718,Backslide,Rancid,0.384,0.952,7,1,0.863,0.6038468783356705,0
26719,Reconciliation,Pain of Salvation,0.398,0.733,9,0,0.318,0.5779861445404886,2
26720,The Night Is Over,Amorphis,0.428,0.931,5,0,0.467,0.4722744301889952,0
26721,Plant A Nail In the Navel Stream,The Mars Volta,0.0884,0.966,4,0,0.0932,0.8077900332782186,1
26722,Shine on Me,Kingston Wall,0.404,0.492,8,0,0.23,0.5440423617070261,0
26723,Ragnarok,Periphery,0.291,0.917,7,1,0.141,0.4838485527114423,0
26724,Idioglossia,Pain of Salvation,0.281,0.914,4,0,0.225,0.444659787772871,1
26725,Acronym Love,Riverside,0.305,0.498,2,0,0.0982,0.5047824357981541,1
26726,Devastation,Savatage,0.353,0.848,11,0,0.542,0.5732644048640616,2
26727,No Dream Can Heal A Broken Heart,Sonata Arctica,0.445,0.924,9,1,0.249,0.3139915025429582,2
26728,In Flames You Burn,Dream Evil,0.417,0.971,0,1,0.165,0.5858180372130016,1
26729,Storm warning,Textures,0.257,0.95,6,0,0.26,0.5375039243182153,0
26730,Fear of the Sky,Karnivool,0.357,0.859,11,0,0.158,0.5135603507817242,2
26731,Hide Nowhere,Devin Townsend,0.353,0.947,4,0,0.268,0.5320580171204923,1
26732,Vodka Inferno,Diablo Swing Orchestra,0.555,0.881,7,1,0.644,0.6148977584294355,0
26733,Rebel,Stratovarius,0.429,0.994,8,1,0.315,0.5866426672806044,0
26734,Zeroes,Sonata Arctica,0.245,0.876,1,0,0.345,0.414809853701417,1
26735,Third Chance,The Gathering,0.285,0.843,7,1,0.204,0.5618367902216456,0
26736,I'll Keep On Dreaming,Stream of Passion,0.527,0.296,0,1,0.141,0.5563322798719103,1
26737,The Burden Is Mine... Alone,Green Carnation,0.424,0.372,6,0,0.359,0.4099960233575421,0
26738,Where The Horizon Unfolds,Kylesa,0.293,0.915,2,1,0.152,0.3587768684987128,1
26739,Korven kuningas,Korpiklaani,0.282,0.199,2,1,0.447,0.6231231294083175,1
26740,Bleed It Dry,Alter Bridge,0.383,0.965,10,0,0.242,0.6872517214675904,2
26741,1 Nite Stand,Taproot,0.326,0.848,2,1,0.478,0.4000000000000001,1
26742,Winning A War,Pain of Salvation,0.26,0.837,9,1,0.402,0.6687624270076813,2
26743,Nobody's Here,Devin Townsend,0.44,0.38,10,1,0.0917,0.5023838925050755,2
26744,Calliopeia,Stream of Passion,0.421,0.711,9,1,0.0864,0.4598045166286444,2
26745,Rest in Peace,Extreme,0.689,0.69,8,1,0.698,0.4179409363946504,0
26746,Peep Show,Sikth,0.292,0.948,3,0,0.43,0.5225684924339146,1
26747,Sapari,Orphaned Land,0.365,0.958,10,1,0.328,0.6695703133175663,2
26748,Glass Sandwich,Primus,0.607,0.659,9,1,0.562,0.5683417400950209,2
26749,Bedlam Sticks,Diablo Swing Orchestra,0.384,0.857,8,1,0.703,0.6958287113585466,0
26750,Funeral,Devin Townsend,0.353,0.0465,3,1,0.0393,0.4768915213796857,1
26751,The Return Of Sathington Willoughby,Primus,0.513,0.825,6,0,0.216,0.396211724816342,0
26752,The End of Innocence,Symphony X,0.419,0.985,0,1,0.608,0.3139077837543691,1
26753,The Awareness,Ayreon,0.283,0.456,0,0,0.118,0.5158542455890663,1
26754,Watchfire,Neurosis,0.257,0.346,10,1,0.0683,0.3025094706879592,2
26755,Regulator,Devin Townsend,0.451,0.833,0,0,0.306,0.3428409970907721,1
26756,To Live Forever,Dream Theater,0.527,0.768,4,1,0.186,0.4353670022394776,1
26757,Territories,Rush,0.568,0.828,7,1,0.381,0.528525084242031,0
26758,Meeting Again for the First Time,Poison the Well,0.415,0.797,0,1,0.0504,0.5768768705916826,1
26759,People Passing By,Pain of Salvation,0.29,0.904,2,0,0.394,0.6254086523368008,1
26760,The Khlysti Evangelist,Therion,0.354,0.878,6,0,0.462,0.6526549320831327,0
26761,Termites,Protest the Hero,0.394,0.981,8,1,0.299,0.6269867515017058,0
26762,The Fluke,Devin Townsend,0.163,0.789,0,1,0.0652,0.4440067812218757,1
26763,More Than Ever,Evergrey,0.544,0.936,3,1,0.396,0.5444400259528245,1
26764,Middletown Dreams,Rush,0.55,0.89,9,0,0.523,0.5837669268925679,2
26765,Eléanor,The Gathering,0.409,0.591,6,0,0.0959,0.5168086397789824,0
26766,Worms Will Feed / Rats Will Feast,Converge,0.208,0.74,0,1,0.182,0.4998430272713954,1
26767,Tabula Rasa,Soen,0.522,0.757,4,0,0.187,0.3976475020406455,1
26768,Exiled,Judas Priest,0.113,0.857,3,0,0.205,0.7303668975909918,1
26769,Shoeshine For Neptune,Arsonists Get All The Girls,0.454,0.981,0,1,0.295,0.7364406957031332,1
26770,My Kantele (Acoustic Reprise),Amorphis,0.304,0.731,0,0,0.549,0.5680529102743884,1
26771,Arsonist,Between the Buried and Me,0.286,0.882,3,0,0.536,0.3900876954310471,1
26772,Hadean,The Ocean,0.27,0.887,9,1,0.284,0.4813076874777622,2
26773,Rareform,After the Burial,0.263,0.947,0,1,0.159,0.3815860524498211,1
26774,The Truth Is Out There,Sonata Arctica,0.448,0.874,6,0,0.281,0.3975554113731975,0
26775,True North,Devin Townsend Project,0.447,0.96,8,1,0.282,0.5022959877770569,0
26776,The Lost Name of God,Amorphis,0.167,0.846,8,1,0.154,0.5337449507105633,0
26777,Voices in the Fan,Devin Townsend,0.395,0.591,9,1,0.0387,0.4014901944368865,2
26778,Until Kingdom Come,Kamelot,0.432,0.996,6,0,0.158,0.5980158647104377,0
26779,The Earth Is My Witness,The Gathering,0.377,0.609,9,1,0.198,0.5171016555390444,2
26780,The Time I Was Daydreaming,Riverside,0.416,0.585,9,0,0.168,0.6279160300550451,2
26781,Texas Dolly,The Number Twelve Looks Like You,0.41,0.865,0,1,0.544,0.3523012202013437,1
26782,Children of the Night,Dream Evil,0.488,0.788,7,1,0.625,0.5774796458695243,0
26783,Relief,Amorphis,0.168,0.951,2,0,0.388,0.6388078444504909,1
26784,Sandbox Magician,The Dillinger Escape Plan,0.368,0.922,1,1,0.278,0.5302831788024028,1
26785,Expect The Unexpected,Control Denied,0.279,0.954,10,0,0.253,0.3432177316394231,2
26786,Recreation Day,Evergrey,0.326,0.821,2,0,0.228,0.3560267062935599,1
26787,Take Hold of the Flame,Queensrÿche,0.338,0.627,9,0,0.179,0.463350007325394,2
26788,The Kiss Of Babylon (the Sins),Orphaned Land,0.243,0.861,4,0,0.385,0.3681491868812658,1
26789,Resist,Rush,0.346,0.474,5,1,0.205,0.42341195922895,0
26790,Maybe?,Green Carnation,0.32,0.434,2,1,0.126,0.4242365892965529,1
26791,Captured State,Amorphis,0.478,0.894,7,0,0.186,0.4858536176981519,0
26792,Enlighten Me,Masterplan,0.416,0.899,1,1,0.288,0.4940915464953223,1
26793,Spirit Of The Land,Pain of Salvation,0.26,0.0179,2,1,0.0705,0.2581008392808556,1
26794,The Invincible,Therion,0.418,0.78,4,0,0.338,0.4184390631867557,1
26795,The Perfect Element,Pain of Salvation,0.26,0.757,0,1,0.163,0.6091965089265159,1
26796,Tall Latte,Devin Townsend,0.453,0.841,8,0,0.544,0.3861822139433643,0
26797,Devastate,Born of Osiris,0.485,0.978,1,1,0.156,0.5478976119215555,1
26798,Scarabs,Karnivool,0.496,0.973,8,1,0.0374,0.5020406454718601,0
26799,Verne,Novembre,0.196,0.729,4,0,0.126,0.4366227840683146,1
26800,Greetings,Devin Townsend,0.286,0.403,4,0,0.211,0.6687205676133866,1
26801,Nightmist,Pain of Salvation,0.376,0.876,2,1,0.353,0.5738043910504615,1
26802,New World Widows,Diablo Swing Orchestra,0.55,0.905,8,1,0.616,0.6949915234726554,0
26803,Emotion Detector,Rush,0.41,0.912,2,0,0.499,0.6675192029971327,1
26804,Rainbow Warrior,Týr,0.455,0.745,4,0,0.806,0.5022164549278972,1
26805,Machine Men,Bruce Dickinson,0.453,0.926,2,1,0.589,0.3772243035643275,1
26806,Siberian Love Affairs,Diablo Swing Orchestra,0.256,0.476,6,0,0.726,0.6883275079009606,0
26807,In the Woods,Ghost Brigade,0.577,0.402,2,0,0.176,0.3768391971368175,1
26808,Della Brown,Queensrÿche,0.337,0.855,4,0,0.337,0.6408087234977711,1
26809,Stagnant,Devin Townsend,0.309,0.532,5,1,0.269,0.5118859750099417,0
26810,Analog Park,The Gathering,0.331,0.631,9,0,0.514,0.3414177776847569,2
26811,The Iconoclast,Scar Symmetry,0.42,0.982,11,0,0.152,0.4603863622093389,2
26812,The Greatest Show on Earth,Nightwish,0.238,0.598,0,1,0.0721,0.5693254358609431,1
26813,Waters Rising,Alter Bridge,0.191,0.924,6,1,0.301,0.2762510726469788,0
26814,Laments of an Icarus,Textures,0.225,0.994,6,0,0.241,0.5970782142782395,0
26815,Siderian,The Ocean,0.406,0.334,7,1,0.0361,0.6277820799933025,0
26816,All Is One,Orphaned Land,0.439,0.965,5,1,0.314,0.6280876535716529,0
26817,Shades Of Gray,Amorphis,0.395,0.885,9,0,0.349,0.5651980995834991,2
26818,Carnies,Rush,0.417,0.92,4,0,0.262,0.5861529123673581,1
26819,Hold My Finger,Sikth,0.365,0.969,6,0,0.574,0.5051466125285168,0
26820,Nihil Morari,Pain of Salvation,0.296,0.761,0,0,0.176,0.4098495154775111,1
26821,God Of Deception,Amorphis,0.431,0.911,2,0,0.279,0.5823311496682644,1
26822,In The Dragon's Den,Symphony X,0.364,0.903,4,0,0.191,0.6535088637267419,1
26823,Rusty Moon,Amorphis,0.389,0.81,2,0,0.467,0.4732162665606229,1
26824,"1,000 Shards",Isis,0.317,0.841,6,0,0.324,0.453638627849055,0
26825,"I Know You, Stanley Milgram!",Long Distance Calling,0.311,0.72,9,1,0.184,0.5860859373364868,2
26826,Box,The Gathering,0.427,0.537,1,1,0.356,0.7035768852424705,1
26827,Dysphoria,Cloudkicker,0.197,0.936,11,1,0.245,0.6268486155005337,2
26828,Self Portraits Of The Instincts,The Human Abstract,0.294,0.971,4,0,0.162,0.4802653885598276,1
26829,Second Nature,Rush,0.619,0.793,6,1,0.289,0.5024759831725235,0
26830,Her Voices,Pain of Salvation,0.319,0.669,6,0,0.165,0.5842231942903787,0
26831,Story,CHON,0.51,0.787,6,0,0.211,0.6691559053140501,0
26832,Endless Teeth,Genghis Tron,0.463,0.978,6,0,0.328,0.5858473387890077,0
26833,Provision,August Burns Red,0.251,0.976,11,0,0.302,0.4822495238493899,2
26834,Stratosphere Serenade,Diablo Swing Orchestra,0.462,0.942,0,1,0.303,0.4808388622616631,1
26835,The Speed of Love,Rush,0.583,0.908,0,1,0.829,0.481571401661818,1
26836,A Better Life,Dream Theater,0.483,0.849,4,0,0.377,0.318051863789531,1
26837,Three Words,Amorphis,0.403,0.885,5,1,0.247,0.5233219615312167,0
26838,Love Is As Good As Soma,Tiamat,0.487,0.51,9,0,0.0795,0.5022792440193391,2
26839,Initiate,Haken,0.371,0.935,11,0,0.224,0.4193139245275121,2
26840,Mary The Ice Cube,Primus,0.556,0.771,2,1,0.44,0.5087800079532849,1
26841,Double Agent,Rush,0.519,0.937,2,1,0.567,0.5020657611084368,1
26842,The Thin Line,Queensrÿche,0.583,0.685,9,1,0.346,0.4859666380627472,2
26843,A Monday,Devin Townsend Project,0.304,0.105,11,1,0.0724,0.4643462609096047,2
26844,Church Of The Machine,Symphony X,0.222,0.941,6,1,0.365,0.6950878000795329,0
26845,The Charm of the Seer,Ayreon,0.402,0.514,9,1,0.302,0.3432386613365705,2
26846,Flourish,The Contortionist,0.244,0.894,11,1,0.185,0.6025785386885453,2
26847,Lock and Key,Rush,0.54,0.905,8,0,0.579,0.5619539965256702,0
26848,As I Lie Here Bleeding,Evergrey,0.324,0.912,0,0,0.416,0.5593754578371252,1
26849,Business In The Front,Arsonists Get All The Girls,0.456,0.169,10,0,0.21,0.5638083676929195,2
26850,Valley of the Queens,Ayreon,0.355,0.249,9,0,0.305,0.5612800602775277,2
26851,Moon and Sun,Amorphis,0.182,0.94,10,1,0.259,0.4470039138533666,2
26852,Illuminate,Mnemic,0.514,0.966,4,0,0.273,0.5232340568031981,1
26853,Unchained (Tales of the Unexpected),Anathema,0.474,0.341,0,1,0.168,0.3203541304757321,1
26854,Graveflower,Acid Bath,0.354,0.547,10,1,0.242,0.5179262856066473,2
26855,Grieve Stricken Heart,Amorphis,0.353,0.921,7,0,0.299,0.4556102053203291,0
26856,Clones,Cult of Luna,0.403,0.138,6,1,0.0368,0.5999958140605707,0
26857,Départe,Rosetta,0.183,0.694,10,0,0.461,0.5116222608258859,2
26858,Adulruna Rediviva,Therion,0.172,0.899,1,0,0.129,0.3526360953557002,1
26859,In The Presence Of Enemies Pt. 2,Dream Theater,0.299,0.909,2,0,0.124,0.5737332300801609,1
26860,Fire for a Dry Mouth,Between the Buried and Me,0.187,0.949,1,1,0.405,0.3300989974675066,1
26861,Reformation,Amorphis,0.387,0.778,2,0,0.163,0.5115762154921618,1
26862,Where We Belong,Devin Townsend Project,0.31,0.662,5,1,0.0852,0.7118943468888006,0
26863,Handful Of Nothing,Pain of Salvation,0.338,0.942,4,0,0.172,0.6308922329893887,1
26864,The Castle Hall,Ayreon,0.541,0.568,0,1,0.305,0.5860231482450449,1
26865,Alexandria,Kamelot,0.444,0.97,1,0,0.365,0.5857468762427007,1
